n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm-1;angular resolution fa;angular resolution rm;angular resolution tr;angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm-1;Time fa;Time rm;Time tr;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa;empty;empty2
85;41.0096602739726;58.2798260273973;41.7484888888889;50.9103876712329;9.45679452054795;6.40860136986302;9.76032380952381;6.82614109589041;2.62234814155118;54.9079696235568;2.56917570604512;3.21394153780373;67.9315068493151;89.2054794520548;65.7142857142857;62.3972602739726;906.917808219178;913.222222222222;860.84126984127;563.972602739726;1472.60273972603;1001.3698630137;549.315068493151;;
86;38.7292171428572;56.7441857142857;39.0278962962963;49.88902;7.91701;5.28055857142857;8.21048333333333;5.83968142857143;2.81242636010478;71.4674701702512;2.80353981377936;3.31965353074233;74.0714285714286;101.585714285714;72.962962962963;67.7142857142857;1023.28571428571;925.148148148148;1006.07407407407;573.1;1367.14285714286;941.428571428571;588.571428571429;;
87;37.5462691176471;54.5589882352941;37.9098290322581;48.7762279411765;8.05944705882353;5.07191323529412;8.30341774193549;5.5475705882353;2.77828226209682;54.2919365770925;2.73163215854116;3.33068454633118;75.4705882352941;107.588235294118;73.3387096774194;69.9411764705882;827;936.677419354839;852.693548387097;625.897058823529;1335.29411764706;1072.05882352941;494.117647058824;;
88;39.5131043478261;55.2837927536232;39.8171123076923;50.7502057971015;9.43673188405797;5.95121739130435;9.56255384615385;6.56083043478261;2.65150973015773;72.3932992766444;2.62371519021147;3.1658118790379;72.1739130434783;104.434782608696;71.7230769230769;67.231884057971;894.463768115942;948;880.430769230769;611.840579710145;1331.88405797101;1005.79710144928;524.63768115942;;
89;41.4829483870968;53.9962403225807;42.5020035087719;52.0043306451613;8.99973870967742;6.1388564516129;9.26078596491228;7.11694677419355;2.67732508348634;71.4561938822236;2.61186176829514;3.87331763700248;68.6451612903226;98.8709677419355;66.7017543859649;60.6612903225807;1129.66129032258;787.631578947368;1163.24561403509;643.177419354839;1120.96774193548;1125.8064516129;656.451612903226;;
90;37.5370847457627;54.6410406779661;37.2901454545455;51.5004169491525;8.21934915254237;4.86920338983051;8.15872545454546;5.38172542372881;2.72962294131537;71.2831913359581;2.71285179467141;3.35475471374082;77.6610169491525;116.745762711864;77.5454545454546;70.2881355932203;886.898305084746;1050.2;906.581818181818;716.525423728814;1450.84745762712;1161.01694915254;483.050847457627;;
91;39.867075862069;56.1608482758621;41.2044543478261;50.1354732758621;8.83997068965518;5.33988534482759;9.20402391304348;6.08199913793104;2.69727476052071;56.0285389024269;2.66960604590274;3.15965701392613;74.6551724137931;107.155172413793;73.2717391304348;69.6120689655172;1564.68103448276;908.641304347826;1807.52173913043;636.353448275862;1329.31034482759;1035.34482758621;841.379310344828;;
92;37.0761924369748;54.4650445378151;37.0694061946903;49.5675235294118;7.78771680672269;5.20100336134454;7.88456902654867;6.02326890756303;2.79968390094265;75.5908617806469;2.78957987362963;3.43865359962994;81.6218487394958;115.966386554622;81.7345132743363;74.1008403361345;912.025210084034;961.619469026549;913.566371681416;674.596638655462;1315.12605042017;1068.90756302521;467.226890756303;;
93;38.5260276119403;55.6531529850746;38.5339984962406;50.4726119402985;8.16767985074627;4.67954104477612;8.17966691729323;5.87610149253732;2.75874181887418;70.9664537120268;2.7604398886477;3.29172809278748;78.2238805970149;112.253731343284;78.2932330827068;73.4029850746269;1069.05223880597;1023.06766917293;1067.1954887218;696.507462686567;1455.22388059701;1119.40298507463;533.582089552239;;
94;38.6828188311688;53.9091428571428;38.7286869281046;49.0591987012987;7.79498831168831;4.79073116883117;7.81888235294117;5.85491363636364;2.76969369130758;72.6272948466069;2.76628440029517;3.54094863443499;81.1233766233766;121.551948051948;80.843137254902;76.2532467532468;1060.29220779221;930.398692810457;1056.34640522876;645.805194805195;1281.81818181818;988.311688311688;512.987012987013;;
95;34.4533251798561;48.9509964028777;34.3057654411765;46.9576928057554;7.32631870503598;4.37861798561151;7.34000955882353;5.62987194244604;2.80446585616539;84.5541712806923;2.81288945448854;3.40649286330536;90.431654676259;142.913669064748;90.9705882352941;85.5251798561151;1036.64748201439;843.235294117647;1043.86029411765;673.251798561151;1192.80575539568;1027.3381294964;477.697841726619;;
96;36.5698418918919;53.3879506756757;36.6961631944444;48.3355905405406;7.21917702702703;4.72232972972973;7.15151527777778;5.86106013513513;2.75910027528171;62.0909315338248;2.76457322390899;3.76779775422942;84.3378378378378;122.378378378378;84.2638888888889;76.0067567567568;1024.49324324324;961.763888888889;1028.17361111111;672.527027027027;1322.97297297297;1023.64864864865;502.027027027027;;
97;35.8068769784172;52.1254366906475;35.4520477941176;47.695690647482;7.26110143884892;4.82406906474821;7.29973235294118;5.21158129496403;2.87457109978627;60.1578120238066;2.88478706978484;3.57719101377459;91.3309352517986;140.093525179856;92.1911764705882;84.294964028777;1196.12949640288;951.058823529412;1195.99264705882;715.597122302158;1327.3381294964;1064.74820143885;569.064748201439;;
98;33.1363328671329;50.1349846153846;33.1363328671329;47.8154202797203;6.23498601398601;4.4895;6.23498601398601;4.8808;2.96787209465904;64.7335445218195;2.96787209465904;3.76413471442508;96.5524475524476;142.335664335664;96.5524475524476;90.5384615384615;1129.34265734266;963.468531468532;1129.34265734266;755.524475524476;1291.60839160839;1069.23076923077;523.776223776224;;
99;33.2129576388889;46.8416958333333;33.1408552447553;45.5081048611111;6.488225;4.27674097222222;6.4587972027972;5.15676875;2.86832287092399;74.1504609899931;2.87002543320537;3.60084586007666;101.722222222222;151.902777777778;101.846153846154;94.0555555555556;1034.65277777778;901.13986013986;1038.12587412587;708.993055555556;1177.77777777778;991.666666666667;450;;
100;34.4901892857143;49.5227764285714;0;47.31273;7.23386071428571;4.42383214285714;0;4.847095;2.86220436160709;76.6338050070987;0;3.54271959355234;95.8357142857143;147.685714285714;0;88.6428571428571;1070.82857142857;0;0;741.078571428571;1251.42857142857;1030;480.714285714286;;
;;;;;0;;;;;;0;;;;;;;;;;;;;;
