n;crossing resolution fa;crossing resolution rm;crossing resolution tr;crossing resolution rm5;crossing resolution rm-1;Angular resolution fa;Angular resolution rm;Angular resolution tr;Angular resolution rm5;Angular resolution rm-1;Aspect ratio fa;Aspect ratio rm;Aspect ratio tr;Aspect ratio rm5;Aspect ratio rm-1;Crossing number fa;Crossing number rm;Crossing number tr;Crossing number rm5;Crossing number rm-1;Total Resolution fa;Total Resolution rm;Total Resolution tr;Total Resolution rm5;Total Resolution rm-1;Time fa;Time rm;Time tr;Time rm5;Time rm-1;Iterations rm;Iterations rm-1;Iterations fa
52;42.9513847058824;44.3951917647059;38.6209101694915;36.19232;38.6154317647059;20.1312858823529;35.7373058823529;12.9597830508475;180;26.2564235294118;2.2942392633772;32.6902809072257;2.57886135727095;5.02559226102254;2.8269944154339;23.9764705882353;38.2235294117647;30.9830508474576;29.0588235294118;25.1764705882353;19.1482835294118;35.6396094117647;12.3729011764706;24.8132894117647;24.1440435294118;336.294117647059;921.105882352941;185.435294117647;247.105882352941;262.423529411765;1138.82352941176;521.176470588235;424.705882352941
53;42.4272462962963;44.8476574074074;39.8663875;35.9903231481481;40.0782916666667;20.0685916666667;36.1530537037037;13.6645675;180;24.9635222222222;2.3186732963158;36.5887003224283;2.39077761823899;5.05134090322678;2.70989074479318;26.3796296296296;39.712962962963;32.5125;33.3518518518519;27.037037037037;19.0071981481482;36.0414564814815;12.0333268518519;24.1452527777778;23.3148148148148;435.601851851852;970.981481481481;268.074074074074;254.833333333333;251.037037037037;1225.92592592593;492.592592592593;560.185185185185
54;41.6112201923077;43.6610673076923;40.3998594202899;35.1188817307692;38.6066173076923;19.8567692307692;35.5783442307692;13.7969289855072;180;24.7684144230769;2.40269802875993;35.8019181600179;2.38223690732158;4.95996681297916;2.68718322790409;25.5384615384615;42.7211538461538;30.9420289855072;31.0096153846154;26.4807692307692;19.1729028846154;35.5145971153846;12.0884048076923;23.4908153846154;22.7897865384615;485.403846153846;1021.20192307692;207.471153846154;241.951923076923;216.182692307692;1219.23076923077;413.461538461538;588.461538461538
55;40.5285318965517;42.4959448275862;36.7707470588235;32.9788706896552;35.1019086206896;19.3139034482759;34.7006732758621;13.8054305882353;180;24.2108344827586;2.42468183866435;41.9042699420985;2.50938368361038;4.80375504587929;2.72358448479811;27.3706896551724;45.4913793103448;32.1764705882353;33.448275862069;28.8448275862069;18.7049224137931;34.6372344827586;11.8761129310345;22.5998577586207;22.1016146551724;484.620689655172;1102.77586206897;136.73275862069;258.318965517241;246.896551724138;1364.65517241379;443.103448275862;568.965517241379
56;39.9806888888889;40.8582587301587;38.9371904761905;34.1455833333333;37.8369325396826;18.074246031746;32.8317166666667;10.9121011904762;180;24.6373428571429;2.36244897639285;34.6112635705094;2.46105906606769;4.76331187097867;2.90377606330668;28.8650793650794;46.5555555555556;38.9047619047619;34.6746031746032;29.7301587301587;17.3789674603175;32.6487595238095;10.0780293650794;23.0360531746032;23.1333952380952;365.769841269841;1014.66666666667;294.531746031746;281.730158730159;306.738095238095;1224.60317460317;550;430.15873015873
57;40.5894247619048;40.5762866666667;36.4591924242424;32.3355761904762;35.3031733333333;18.6532304761905;33.5834685714286;11.8643393939394;180;24.26538;2.40183481077149;36.175038716611;2.41959826258476;5.22220981858951;2.91612079286114;28.6952380952381;48.152380952381;36.6060606060606;36.4666666666667;30.6952380952381;17.7161085714286;33.2596419047619;10.29454;22.1080180952381;21.7952238095238;350.885714285714;1029.14285714286;252.380952380952;260.847619047619;280.419047619048;1211.42857142857;468.571428571429;385.714285714286
58;40.150679245283;40.8318660377359;39.1335346666667;33.2720575471698;36.4499084905661;19.0426764150943;33.6399952830189;12.6185866666667;180;24.7622216981132;2.35010734131373;38.3449176684028;2.34766521195755;4.87865043157717;2.77585767109637;29.188679245283;49.6320754716981;36.92;34.8490566037736;29.6320754716981;18.3629481132076;33.4141783018868;10.8732669811321;22.9305924528302;22.6110066037736;372.792452830189;1058.2358490566;342.915094339623;260.867924528302;291.509433962264;1204.71698113208;519.811320754717;401.88679245283
59;38.4576046296296;39.9564953703704;36.7062861538461;30.776687962963;33.9320055555556;18.1805962962963;33.0223972222222;11.4804369230769;180;24.0417703703704;2.37144779840006;37.2810470848315;2.45653486895058;5.02454621246419;2.84463472312011;31.4351851851852;49.9259259259259;40.6307692307692;37.5185185185185;32.5925925925926;17.4872490740741;32.8332268518518;9.9502537037037;21.5150398148148;21.593312037037;434.148148148148;1012.31481481481;279.148148148148;274.527777777778;285.916666666667;1196.2962962963;472.222222222222;459.259259259259
60;38.4431015873016;39.354273015873;36.8681079365079;31.2178571428571;34.6996119047619;18.6901817460318;32.3283706349206;11.704326984127;180;22.4576095238095;2.43293999354196;37.3160411689687;2.49520704008253;5.00964015020061;2.83411803529578;31.4761904761905;51.0873015873016;39.7539682539683;37.3174603174603;32.9523809523809;17.7930261904762;32.1713365079365;10.5835119047619;21.8028507936508;20.9432087301587;498.81746031746;1023.99206349206;319.555555555556;299.142857142857;306.492063492063;1146.03174603175;525.396825396825;511.904761904762
61;37.5409981132075;37.7858937106918;35.669406918239;31.1920823899371;33.9463075471698;17.4694257861635;31.1234798742138;10.2239867924528;180;22.9280955974843;2.47512691469283;36.7235784607197;2.47707870173776;4.91839846284308;2.89978885556684;36.062893081761;58.9245283018868;48.1698113207547;43.7610062893082;36.8364779874214;16.6297062893082;30.8489176100629;8.96148490566037;21.050693081761;21.2109867924528;483.194968553459;1061.25786163522;337.735849056604;294.364779874214;281.962264150943;1115.72327044025;457.861635220126;492.452830188679
62;36.3085899328859;37.2937483221476;34.3681852348993;29.1988476510067;31.4173993288591;16.7100255033557;30.3529825503356;10.6225899328859;180;21.4697966442953;2.46992685774673;41.768412976275;2.56184532504451;5.05665032238133;2.95808496333263;36.1946308724832;61.0939597315436;50.3758389261745;45.4630872483221;38.6912751677852;15.9949375838926;30.2016657718121;9.42735503355705;20.0618751677852;19.6017697986577;948.657718120805;1022.18791946309;353.308724832215;306.657718120805;299.308724832215;1084.56375838926;471.140939597315;946.308724832215
63;35.4252663934426;37.9031098360656;35.758762295082;29.3697286885246;31.6058532786885;16.7916237704918;30.8764598360656;10.7574852459016;180;22.3782180327869;2.42749887567631;42.9705072395048;2.47788401283553;5.0350379869337;2.9309874101677;37.2459016393443;61.4590163934426;47.4590163934426;44.0409836065574;39.1803278688525;15.9217557377049;30.5221663934426;9.46718278688524;19.4679073770492;19.9947721311475;424.450819672131;1116.53278688525;406.131147540984;265.418032786885;298.852459016393;1218.85245901639;458.196721311475;412.295081967213
