graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_1456.txt;300;86;80,3115;32;48;22,300523454930488;42,93765399354541;14;
graph_1457.txt;500;118;88,5289;30;45;28,209646678816384;12,406259974271356;4;
graph_1458.txt;800;248;86,3825;38;57;1,2027673413995774;19,868823574816393;18;
graph_1459.txt;300;103;80,747;34;51;3,4889770092409256;20,298369416390997;16;
graph_146.txt;300;56;89,4898;28;42;14,05471803075774;8,014332941175217;3;
graph_1460.txt;800;226;88,2271;34;51;13,996073495882507;20,841524384689507;13;
graph_1462.txt;600;234;80,8642;38;57;9,385518260043074;15,432526298085916;15;
graph_1463.txt;1100;297;89,2934;34;51;20,89234267213518;14,00011556571897;12;
graph_1464.txt;800;185;88,4101;30;45;11,130568459629165;160,65403677810005;13;
graph_1465.txt;300;46;89,8296;20;30;4,329183729105424;12,327329103202523;4;
graph_1466.txt;1700;316;86,6415;26;39;29,155853162273097;24,865082237370775;14;
graph_1467.txt;1000;233;89,691;32;48;17,521754564979414;18,490643490667885;8;
graph_1468.txt;1500;311;89,1426;26;39;28,350343100143032;12,26699078902672;14;
graph_1469.txt;800;171;89,3296;26;39;14,787878050033683;9,297226761355766;10;
graph_147.txt;600;211;82,4568;38;57;14,058697723934221;13,247467301712199;19;
graph_1470.txt;300;99;86,5939;34;51;5,146943604904516;38,13485959627165;12;
graph_1471.txt;400;105;87,0635;32;48;6,6583700717531125;6,430804300308142;12;
graph_1472.txt;300;40;89,7202;20;30;22,76453988150878;5,831383348956722;4;
graph_1473.txt;400;113;87,1296;34;51;7,241077863715064;11,195445206780965;13;
graph_1474.txt;1600;352;87,2263;30;45;4,897562240410163;14,804197074526755;12;
graph_1476.txt;300;72;87,3135;30;45;22,166345822082473;9,962724972242288;14;
graph_1477.txt;300;49;87,6006;20;30;27,5395496883242;10,352425437090089;12;
graph_1478.txt;600;134;83,7794;30;45;19,00346601385538;14,243009810490188;17;
graph_1479.txt;600;151;88,3263;34;51;4,547414867784602;32,15334675338933;10;
graph_148.txt;500;146;87,3595;34;51;10,961104032021197;16,92319385804651;12;
graph_1480.txt;800;268;82,3549;36;54;11,230890234785102;10,874968987876033;25;
graph_1481.txt;600;152;83,1041;30;45;12,648727720483265;9,3358956767546;20;
graph_1482.txt;900;242;82,9859;32;48;7,2440821089035285;43,13833534542878;29;
graph_1483.txt;600;170;89,0049;30;45;25,304145301154886;10,148100026157913;8;
graph_1484.txt;800;205;87,6811;34;51;23,573067400371002;28,388091547417197;11;
graph_1486.txt;500;132;85,0184;32;48;5,322304639905412;10,965175420278767;12;
graph_1487.txt;1100;268;87,3833;30;45;9,130176482278745;70,4416830647166;8;
graph_1488.txt;900;208;87,6484;24;36;11,601004785691918;9,977223618085436;13;
graph_1489.txt;600;129;89,0116;32;48;19,86658633996491;8,615276017143714;10;
graph_149.txt;800;212;88,2139;38;57;11,937047141329865;13,482341447505208;12;
graph_1490.txt;700;207;85,5433;38;57;11,040940180323753;148,59497416951933;20;
graph_1491.txt;900;222;83,2906;32;48;20,53082423320187;39,836393993962616;17;
graph_1492.txt;800;237;87,0875;36;54;9,170424837789026;21,154252194602385;13;
graph_1493.txt;600;158;89,4456;28;42;7,605362126179929;17,319924123408775;8;
graph_1494.txt;600;148;86,1198;32;48;35,171524696866854;29,31377568500157;10;
graph_1495.txt;600;181;89,4061;32;48;13,529369075285956;8,654389733102725;7;
graph_1496.txt;500;100;88,0588;30;45;21,035140982837305;9,574728250364462;3;
graph_1497.txt;500;180;82,0825;38;57;1,5687785970768477;16,31545828138792;25;
